Date;Platform;Users;Profiled Mentors;Profiled Mentees;Total Profiled;Total Non-Profiled;Mentees Who Initiated Relationship;Mentors Currently in Relationship;Mentors Completed Relationship;Mentors Ever in Relationship;Mentees Currently in Relationship;Mentees Completed Relationship;Mentees Ever in Relationship;No: of Active Relationships;No: of Completed Relationships;Total no. of Request Initiated;Current no. of Requests Pending;Current no. of Requests Accepted;Current no. of Requests Completed;Current no. of Requests Expired;Current no. of Requests Declined;Current no. of Requests Removed;No: of Roundtable;No: of Roundtable Users;No: of Roundtable Posts;No: of Insights;Insight Comments;Connections (Followers and Being Followed);Total Messages;Message Posts;Meetings (Upcoming);Meetings (Completed);Meetings (Deleted);Meetings (Total);Profiled;Mentees who initiated a Request;Mentors in an Active Relationship;Mentees in an Active Relationship;Mentors Completed Relationship;Mentees Completed Relationship;Mentors in either Active or Completed Relationship;Mentees in either Active or Completed Relationship;Number of Active Relationships;Number of Completed Relationships;;;;;;;
6/07/21;Company_14;2839;105;151;223;2616;46;25;43;56;28;47;70;30;63;115;1;30;72;9;1;2;19;56;29;49;5;5900.00%;38100.00%;66400.00%;0.00%;1500.00%;0.00%;1500.00%;7.85%;30.46%;23.81%;18.54%;40.95%;31.13%;53.33%;46.36%;30;63;;;;;;;
6/07/21;Company_15;928;461;668;829;99;139;15;142;154;14;136;146;15;158;408;7;28;170;148;44;11;3;6;1;48;16;343;552;816;0;7;0;7;89.33%;20.81%;3.25%;2.10%;30.80%;20.36%;33.41%;21.86%;15;158;;;;;;;
6/07/21;Company_16;51;6;38;46;5;4;1;0;1;1;0;1;1;0;4;0;1;0;2;1;0;7;40;69;7;9;2900.00%;1000.00%;1800.00%;500.00%;2000.00%;200.00%;2700.00%;90.20%;10.53%;16.67%;2.63%;0.00%;0.00%;16.67%;2.63%;1;0;;;;;;;
6/07/21;Company_17;64;37;42;48;16;9;5;4;9;5;2;7;6;5;22;1;6;6;8;1;0;7;13;11;42;12;7;62;114;0;8;0;8;75.00%;21.43%;13.51%;11.90%;10.81%;4.76%;24.32%;16.67%;6;5;;;;;;;
6/07/21;Company_18;93;50;9;69;24;0;0;0;0;0;0;0;0;0;10;0;1;0;9;0;0;6;25;26;14;2;83;26;40;0;0;0;0;74.19%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/07/21;Company_20;27;13;14;24;3;7;5;1;6;6;1;7;6;1;8;0;6;1;1;0;0;1;3;2;5;0;0;22;29;0;1;0;1;88.89%;50.00%;38.46%;42.86%;7.69%;7.14%;46.15%;50.00%;6;1;;;;;;;
6/07/21;Company_22;215;164;149;187;28;40;11;34;38;11;33;37;16;91;332;5;41;178;49;29;30;47;58;203;1940;115;26200.00%;192700.00%;219600.00%;300.00%;29300.00%;3400.00%;33000.00%;86.98%;26.85%;6.71%;7.38%;20.73%;22.15%;23.17%;24.83%;16;91;;;;;;;
6/07/21;Company_26;2846;1642;2071;2608;238;605;46;405;431;39;477;505;49;693;1223;33;52;719;287;60;72;24;380;218;242;88;227100.00%;363400.00%;552100.00%;200.00%;6200.00%;500.00%;6900.00%;91.64%;29.21%;2.80%;1.88%;24.67%;23.03%;26.25%;24.38%;49;693;;;;;;;
6/07/21;Company_27;399;70;330;387;12;103;1;43;43;1;88;89;1;100;369;32;87;133;95;8;14;2;6;4;6;1;13300.00%;36700.00%;61200.00%;0.00%;800.00%;0.00%;800.00%;96.99%;31.21%;1.43%;0.30%;61.43%;26.67%;61.43%;26.97%;1;100;;;;;;;
6/07/21;Company_28;491;279;233;302;189;23;0;14;14;0;15;15;0;16;40;0;0;17;22;0;1;6;27;13;47;7;17400.00%;6600.00%;8700.00%;0.00%;100.00%;100.00%;200.00%;61.51%;9.87%;0.00%;0.00%;5.02%;6.44%;5.02%;6.44%;0;16;;;;;;;
6/07/21;Company_30;7;4;5;5;2;0;0;0;0;0;0;0;0;0;32;0;1;9;7;9;6;14;3;35;27;6;1;46;63;0;1;0;1;71.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/07/21;Company_32;4;3;2;3;1;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0.00%;100.00%;100.00%;0.00%;0.00%;0.00%;0.00%;75.00%;0.00%;0.00%;0.00%;33.33%;50.00%;33.33%;50.00%;0;1;;;;;;;
6/07/21;Company_36;1306;430;336;1224;82;150;3;194;196;3;94;97;3;345;1836;8;14;856;559;140;259;19;280;79;310;151;213200.00%;248400.00%;420300.00%;100.00%;2700.00%;200.00%;3000.00%;93.72%;44.64%;0.70%;0.89%;45.12%;27.98%;45.58%;28.87%;3;345;;;;;;;
6/07/21;Company_41;25;14;14;24;1;1;1;1;2;1;1;2;1;1;2;0;1;1;0;0;0;0;0;0;49;12;18;2;2;0;72;5;77;96.00%;7.14%;7.14%;7.14%;7.14%;7.14%;14.29%;14.29%;1;1;;;;;;;
6/07/21;Company_42;144;106;103;119;25;35;6;36;38;6;35;39;7;57;128;2;13;70;37;3;3;10;48;119;84;65;10600.00%;31200.00%;86500.00%;100.00%;4400.00%;700.00%;5200.00%;82.64%;33.98%;5.66%;5.83%;33.96%;33.98%;35.85%;37.86%;7;57;;;;;;;
6/07/21;Company_43;553;204;192;355;198;34;29;12;40;26;13;39;30;15;67;8;30;15;9;2;3;2;7;5;20;6;8700.00%;9600.00%;15700.00%;0.00%;600.00%;0.00%;600.00%;64.20%;17.71%;14.22%;13.54%;5.88%;6.77%;19.61%;20.31%;30;15;;;;;;;
6/07/21;Company_46;622;304;293;590;32;4;10;276;280;11;280;284;11;327;414;0;13;372;0;3;26;7;160;57;223;343;58100.00%;67000.00%;130300.00%;1200.00%;46700.00%;9000.00%;56900.00%;94.86%;1.37%;3.29%;3.75%;90.79%;95.56%;92.11%;96.93%;11;327;;;;;;;
6/07/21;Company_50;7;7;5;7;0;1;1;1;2;1;1;2;1;1;2;0;1;1;0;0;0;0;0;0;0;0;0.00%;200.00%;200.00%;0.00%;0.00%;0.00%;0.00%;100.00%;20.00%;14.29%;20.00%;14.29%;20.00%;28.57%;40.00%;1;1;;;;;;;
6/07/21;Company_53;6;3;3;5;1;1;2;0;2;2;0;2;2;0;2;0;2;0;0;0;0;0;0;0;1;0;0;3;4;1;8;3;12;83.33%;33.33%;66.67%;66.67%;0.00%;0.00%;66.67%;66.67%;2;0;;;;;;;
6/07/21;Company_55;398;176;157;236;162;21;6;12;18;6;13;19;6;14;30;1;6;14;9;0;0;0;0;0;1;0;80;281;397;0;4;0;4;59.30%;13.38%;3.41%;3.82%;6.82%;8.28%;10.23%;12.10%;6;14;;;;;;;
6/07/21;Company_56;525;270;212;436;89;30;8;102;109;8;121;128;8;151;191;2;10;156;12;0;11;9;55;39;79;23;172;382;872;1;55;8;64;83.05%;14.15%;2.96%;3.77%;37.78%;57.08%;40.37%;60.38%;8;151;;;;;;;
6/07/21;Company_58;74;36;51;74;0;19;4;32;33;4;43;45;4;52;60;0;4;52;3;1;0;6;7;15;12;0;38;8000.00%;13500.00%;0.00%;9000.00%;600.00%;9600.00%;100.00%;37.25%;11.11%;7.84%;88.89%;84.31%;91.67%;88.24%;4;52;;;;;;;
6/07/21;Company_60;77;54;11;56;21;1;0;3;3;0;3;3;0;3;4;0;0;3;1;0;0;1;6;0;0;0;1;10;18;0;0;0;0;72.73%;9.09%;0.00%;0.00%;5.56%;27.27%;5.56%;27.27%;0;3;;;;;;;
6/07/21;Company_62;114;52;53;78;36;5;1;4;5;1;4;5;1;5;81;3;14;46;14;2;2;1;3;2;9;3;6400.00%;12100.00%;23700.00%;0.00%;2300.00%;200.00%;2500.00%;68.42%;9.43%;1.92%;1.89%;7.69%;7.55%;9.62%;9.43%;1;5;;;;;;;
6/07/21;Company_63;123;18;55;65;58;10;9;1;9;11;1;11;13;1;15;1;13;1;0;0;0;0;0;0;7;0;29;23;39;9;4;0;13;52.85%;18.18%;50.00%;20.00%;5.56%;1.82%;50.00%;20.00%;13;1;;;;;;;
6/07/21;Company_65;166;100;96;135;31;15;2;25;27;2;22;23;2;54;130;1;29;77;20;1;2;32;20;28;40;14;151;20600.00%;40700.00%;0.00%;13500.00%;1700.00%;15200.00%;81.33%;15.62%;2.00%;2.08%;25.00%;22.92%;27.00%;23.96%;2;54;;;;;;;
6/07/21;Company_68;75;37;24;60;15;7;5;2;7;4;2;5;5;2;15;2;5;5;2;1;0;3;3;3;3;7;2900.00%;2600.00%;4500.00%;200.00%;400.00%;100.00%;700.00%;80.00%;29.17%;13.51%;16.67%;5.41%;8.33%;18.92%;20.83%;5;2;;;;;;;
6/07/21;Company_69;29;13;16;27;2;1;12;2;12;12;3;12;16;3;27;0;19;8;0;0;0;6;4;3;5;1;200.00%;2800.00%;2800.00%;0.00%;500.00%;0.00%;500.00%;93.10%;6.25%;92.31%;75.00%;15.38%;18.75%;92.31%;75.00%;16;3;;;;;;;
6/07/21;Company_70;131;64;64;131;0;5;62;1;62;63;1;63;64;1;72;0;65;1;1;0;5;2;3;0;6;20;17700.00%;11300.00%;19300.00%;500.00%;300.00%;0.00%;800.00%;100.00%;7.81%;96.88%;98.44%;1.56%;1.56%;96.88%;98.44%;64;1;;;;;;;
6/07/21;Company_71;204;103;103;203;1;1;0;11;11;0;13;13;0;13;13;0;0;13;0;0;0;2;3;1;10;2;0.00%;1400.00%;1500.00%;0.00%;200.00%;0.00%;200.00%;99.51%;0.97%;0.00%;0.00%;10.68%;12.62%;10.68%;12.62%;0;13;;;;;;;
6/07/21;Company_72;3616;1836;2225;3159;457;64;4;26;29;4;27;31;4;33;152;0;4;33;105;4;6;2;24;6;30;7;15000.00%;19100.00%;28900.00%;0.00%;100.00%;0.00%;100.00%;87.36%;2.88%;0.22%;0.18%;1.42%;1.21%;1.58%;1.39%;4;33;;;;;;;
6/07/21;Company_74;275;90;121;188;87;38;21;13;28;25;16;39;26;19;65;0;27;21;12;3;2;1;4;2;16;3;112;9800.00%;17900.00%;0.00%;1000.00%;100.00%;1100.00%;68.36%;31.40%;23.33%;20.66%;14.44%;13.22%;31.11%;32.23%;26;19;;;;;;;
6/07/21;Company_75;61427;2505;2909;3556;57871;341;51;252;300;47;245;287;56;332;742;9;59;357;243;47;27;38;299;377;235;144;111400.00%;127700.00%;202800.00%;0.00%;5500.00%;400.00%;5900.00%;5.79%;11.72%;2.04%;1.62%;10.06%;8.42%;11.98%;9.87%;56;332;;;;;;;
6/14/21;Company_03;136;47;51;58;78;7;8;1;9;7;1;8;8;1;12;0;8;1;3;0;0;0;0;0;4;1;1;13;15;0;1;0;1;42.65%;13.73%;17.02%;13.73%;2.13%;1.96%;19.15%;15.69%;8;1;;;;;;;
6/14/21;Company_05;506;99;324;417;89;87;10;30;35;13;40;49;15;54;175;3;15;58;84;2;13;4;31;4;44;17;248;253;609;0;16;3;19;82.41%;26.85%;10.10%;4.01%;30.30%;12.35%;35.35%;15.12%;15;54;;;;;;;
6/14/21;Company_07;62;40;17;53;9;9;10;1;11;10;1;11;10;1;15;1;10;1;2;0;1;2;4;5;3;2;16;33;67;2;5;0;7;85.48%;52.94%;25.00%;58.82%;2.50%;5.88%;27.50%;64.71%;10;1;;;;;;;
6/14/21;Company_08;53;21;26;42;11;6;0;9;9;0;14;14;0;16;22;0;0;20;2;0;0;1;2;4;1;0;5;29;43;0;1;0;1;79.25%;23.08%;0.00%;0.00%;42.86%;53.85%;42.86%;53.85%;0;16;;;;;;;
6/14/21;Company_09;4;4;4;4;0;1;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;2;0;2;2;2;0;0;0;0;100.00%;25.00%;0.00%;0.00%;25.00%;25.00%;25.00%;25.00%;0;1;;;;;;;
6/14/21;Company_11;67;39;26;62;5;14;14;0;14;14;0;14;16;0;22;0;17;2;3;0;0;1;3;2;11;3;2800.00%;3900.00%;6300.00%;200.00%;900.00%;100.00%;1200.00%;92.54%;53.85%;35.90%;53.85%;0.00%;0.00%;35.90%;53.85%;16;0;;;;;;;
6/14/21;Company_12;56;39;10;43;13;3;1;4;5;1;2;3;1;4;8;0;1;4;2;1;0;0;0;0;0;0;200.00%;800.00%;1000.00%;0.00%;0.00%;0.00%;0.00%;76.79%;30.00%;2.56%;10.00%;10.26%;20.00%;12.82%;30.00%;1;4;;;;;;;
6/14/21;Company_14;2839;105;150;223;2616;46;22;47;57;23;52;70;26;68;115;0;26;77;9;1;2;19;56;29;49;5;5900.00%;38200.00%;66900.00%;0.00%;1500.00%;0.00%;1500.00%;7.85%;30.67%;20.95%;15.33%;44.76%;34.67%;54.29%;46.67%;26;68;;;;;;;
6/14/21;Company_15;928;461;668;829;99;139;18;142;157;19;136;151;21;158;408;2;34;170;147;44;11;3;6;1;48;16;343;552;816;0;7;0;7;89.33%;20.81%;3.90%;2.84%;30.80%;20.36%;34.06%;22.60%;21;158;;;;;;;
6/14/21;Company_16;51;6;38;46;5;4;1;0;1;1;0;1;1;0;4;0;1;0;2;1;0;7;40;75;7;9;2900.00%;1100.00%;2000.00%;600.00%;2200.00%;200.00%;3000.00%;90.20%;10.53%;16.67%;2.63%;0.00%;0.00%;16.67%;2.63%;1;0;;;;;;;
6/14/21;Company_17;65;38;42;49;16;9;5;4;9;5;2;7;6;5;22;1;6;6;8;1;0;7;13;11;43;12;7;62;114;0;8;0;8;75.38%;21.43%;13.16%;11.90%;10.53%;4.76%;23.68%;16.67%;6;5;;;;;;;
6/14/21;Company_18;94;51;10;70;24;0;0;0;0;0;0;0;0;0;10;0;1;0;9;0;0;6;25;26;15;2;8300.00%;2600.00%;4000.00%;0.00%;0.00%;0.00%;0.00%;74.47%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/14/21;Company_20;27;13;14;24;3;7;5;1;6;6;1;7;6;1;8;0;6;1;1;0;0;1;3;2;5;0;0;22;29;0;1;0;1;88.89%;50.00%;38.46%;42.86%;7.69%;7.14%;46.15%;50.00%;6;1;;;;;;;
6/14/21;Company_22;212;161;149;185;27;39;11;34;38;11;32;36;15;91;334;3;40;181;51;29;30;47;59;203;1942;115;26400.00%;193200.00%;220400.00%;200.00%;29600.00%;3600.00%;33400.00%;87.26%;26.17%;6.83%;7.38%;21.12%;21.48%;23.60%;24.16%;15;91;;;;;;;
6/14/21;Company_26;2857;1641;2078;2615;242;606;55;406;437;51;479;515;63;696;1236;20;66;722;291;63;74;24;381;220;245;89;227100.00%;364900.00%;554300.00%;0.00%;6600.00%;500.00%;7100.00%;91.53%;29.16%;3.35%;2.45%;24.74%;23.05%;26.63%;24.78%;63;696;;;;;;;
6/14/21;Company_27;399;70;330;387;12;103;1;43;43;1;88;89;1;100;369;32;87;133;95;8;14;2;6;4;6;1;13300.00%;36700.00%;61200.00%;0.00%;800.00%;0.00%;800.00%;96.99%;31.21%;1.43%;0.30%;61.43%;26.67%;61.43%;26.97%;1;100;;;;;;;
6/14/21;Company_28;491;279;233;302;189;23;0;14;14;0;15;15;0;16;40;0;0;17;22;0;1;6;27;13;47;7;17400.00%;6600.00%;8700.00%;0.00%;100.00%;100.00%;200.00%;61.51%;9.87%;0.00%;0.00%;5.02%;6.44%;5.02%;6.44%;0;16;;;;;;;
6/14/21;Company_30;7;4;5;5;2;0;0;0;0;0;0;0;0;0;32;0;1;9;7;9;6;14;3;35;27;6;1;46;63;0;1;0;1;71.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/14/21;Company_32;4;3;2;3;1;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0.00%;100.00%;100.00%;0.00%;0.00%;0.00%;0.00%;75.00%;0.00%;0.00%;0.00%;33.33%;50.00%;33.33%;50.00%;0;1;;;;;;;
6/14/21;Company_36;1298;427;339;1217;81;151;4;190;192;4;94;98;4;341;1838;8;15;856;560;140;259;19;277;79;310;151;213400.00%;248700.00%;420600.00%;0.00%;2800.00%;200.00%;3000.00%;93.76%;44.54%;0.94%;1.18%;44.50%;27.73%;44.96%;28.91%;4;341;;;;;;;
6/14/21;Company_41;25;14;14;24;1;1;1;1;2;1;1;2;1;1;2;0;1;1;0;0;0;0;0;0;49;12;18;2;2;0;72;5;77;96.00%;7.14%;7.14%;7.14%;7.14%;7.14%;14.29%;14.29%;1;1;;;;;;;
6/14/21;Company_42;145;105;103;119;26;35;5;36;38;4;37;39;5;59;130;4;11;72;37;3;3;10;48;119;84;65;106;31500.00%;86800.00%;100.00%;4400.00%;700.00%;5200.00%;82.07%;33.98%;4.76%;3.88%;34.29%;35.92%;36.19%;37.86%;5;59;;;;;;;
6/14/21;Company_43;606;213;244;415;191;89;56;12;67;53;13;66;58;15;131;40;58;15;10;3;5;2;7;5;20;6;14100.00%;16400.00%;23300.00%;100.00%;600.00%;100.00%;800.00%;68.48%;36.48%;26.29%;21.72%;5.63%;5.33%;31.46%;27.05%;58;15;;;;;;;
6/14/21;Company_46;622;304;293;590;32;5;10;276;280;11;281;285;12;328;416;0;14;373;0;3;26;7;160;58;221;343;58200.00%;67200.00%;130500.00%;1200.00%;46700.00%;9000.00%;56900.00%;94.86%;1.71%;3.29%;3.75%;90.79%;95.90%;92.11%;97.27%;12;328;;;;;;;
6/14/21;Company_50;7;7;5;7;0;1;1;1;2;1;1;2;1;1;2;0;1;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;100.00%;20.00%;14.29%;20.00%;14.29%;20.00%;28.57%;40.00%;1;1;;;;;;;
6/14/21;Company_53;5;3;4;5;0;1;2;0;2;2;0;2;2;0;2;0;2;0;0;0;0;0;0;0;1;0;0;3;4;0;9;3;12;100.00%;25.00%;66.67%;50.00%;0.00%;0.00%;66.67%;50.00%;2;0;;;;;;;
6/14/21;Company_55;398;176;157;236;162;21;6;12;18;6;13;19;6;14;30;0;6;14;10;0;0;0;0;0;1;0;80;281;397;0;4;0;4;59.30%;13.38%;3.41%;3.82%;6.82%;8.28%;10.23%;12.10%;6;14;;;;;;;
6/14/21;Company_56;525;270;212;436;89;30;8;102;109;8;121;128;8;151;191;1;10;156;13;0;11;9;55;39;79;23;172;38200.00%;87200.00%;100.00%;5500.00%;800.00%;6400.00%;83.05%;14.15%;2.96%;3.77%;37.78%;57.08%;40.37%;60.38%;8;151;;;;;;;
6/14/21;Company_58;74;36;51;74;0;19;4;32;33;4;43;45;4;52;60;0;4;52;3;1;0;6;7;15;12;0;38;80;135;0;90;6;96;100.00%;37.25%;11.11%;7.84%;88.89%;84.31%;91.67%;88.24%;4;52;;;;;;;
6/14/21;Company_60;77;54;11;56;21;1;0;3;3;0;3;3;0;3;4;0;0;3;1;0;0;1;6;0;0;0;1;10;18;0;0;0;0;72.73%;9.09%;0.00%;0.00%;5.56%;27.27%;5.56%;27.27%;0;3;;;;;;;
6/14/21;Company_62;138;50;63;89;49;4;1;4;5;1;4;5;1;5;82;3;14;47;14;2;2;1;2;2;9;3;7000.00%;12200.00%;23800.00%;0.00%;2300.00%;200.00%;2500.00%;64.49%;6.35%;2.00%;1.59%;8.00%;6.35%;10.00%;7.94%;1;5;;;;;;;
6/14/21;Company_63;124;18;56;66;58;10;9;1;9;11;1;11;13;1;15;0;13;1;1;0;0;0;0;0;7;0;29;23;39;9;4;0;13;53.23%;17.86%;50.00%;19.64%;5.56%;1.79%;50.00%;19.64%;13;1;;;;;;;
6/14/21;Company_65;167;100;96;135;32;15;2;25;27;2;22;23;2;54;130;1;29;77;20;1;2;32;20;28;40;14;151;206;407;0;135;17;152;80.84%;15.62%;2.00%;2.08%;25.00%;22.92%;27.00%;23.96%;2;54;;;;;;;
6/14/21;Company_68;76;37;24;60;16;9;6;2;8;5;2;6;6;2;17;3;6;5;2;1;0;3;3;3;3;7;2900.00%;2900.00%;4800.00%;200.00%;500.00%;100.00%;800.00%;78.95%;37.50%;16.22%;20.83%;5.41%;8.33%;21.62%;25.00%;6;2;;;;;;;
6/14/21;Company_69;29;13;16;27;2;1;12;2;12;12;3;12;16;3;27;0;19;8;0;0;0;6;4;3;5;1;2;28;28;0;5;0;5;93.10%;6.25%;92.31%;75.00%;15.38%;18.75%;92.31%;75.00%;16;3;;;;;;;
6/14/21;Company_70;131;64;64;131;0;5;62;1;62;63;1;63;64;1;72;0;65;1;1;0;5;2;3;0;6;21;17900.00%;11600.00%;21000.00%;300.00%;700.00%;0.00%;1000.00%;100.00%;7.81%;96.88%;98.44%;1.56%;1.56%;96.88%;98.44%;64;1;;;;;;;
6/14/21;Company_71;204;103;103;203;1;1;0;11;11;0;13;13;0;13;13;0;0;13;0;0;0;2;3;1;10;2;0;14;15;0;2;0;2;99.51%;0.97%;0.00%;0.00%;10.68%;12.62%;10.68%;12.62%;0;13;;;;;;;
6/14/21;Company_72;3617;1836;2226;3160;457;64;4;26;29;4;27;31;4;33;152;0;4;33;105;4;6;2;24;6;30;7;150;191;289;0;1;0;1;87.37%;2.88%;0.22%;0.18%;1.42%;1.21%;1.58%;1.39%;4;33;;;;;;;
6/14/21;Company_74;280;93;124;193;87;40;21;13;28;26;16;40;27;19;69;3;28;21;12;3;2;1;4;2;18;5;115;10500.00%;19400.00%;0.00%;1100.00%;100.00%;1200.00%;68.93%;32.26%;22.58%;20.97%;13.98%;12.90%;30.11%;32.26%;27;19;;;;;;;
6/14/21;Company_75;61494;2505;2917;3566;57928;340;51;252;300;47;244;286;56;332;742;6;59;357;246;47;27;38;299;377;237;146;111400.00%;127800.00%;202900.00%;0.00%;5700.00%;400.00%;6100.00%;5.80%;11.66%;2.04%;1.61%;10.06%;8.36%;11.98%;9.80%;56;332;;;;;;;
6/21/21;Company_03;136;47;51;58;78;8;9;1;10;8;1;9;9;1;13;0;9;1;3;0;0;0;0;0;4;1;100.00%;1400.00%;1600.00%;0.00%;100.00%;0.00%;100.00%;42.65%;15.69%;19.15%;15.69%;2.13%;1.96%;21.28%;17.65%;9;1;;;;;;;
6/21/21;Company_05;508;99;326;419;89;89;10;30;35;14;40;50;16;54;182;8;16;58;85;2;13;4;31;4;44;17;248;260;618;0;16;3;19;82.48%;27.30%;10.10%;4.29%;30.30%;12.27%;35.35%;15.34%;16;54;;;;;;;
6/21/21;Company_07;69;42;21;59;10;9;11;1;12;10;1;11;11;1;16;0;11;1;3;0;1;2;4;5;3;2;16;3900.00%;9200.00%;0.00%;700.00%;0.00%;700.00%;85.51%;42.86%;26.19%;47.62%;2.38%;4.76%;28.57%;52.38%;11;1;;;;;;;
6/21/21;Company_08;53;21;26;42;11;6;0;9;9;0;14;14;0;16;22;0;0;20;2;0;0;1;2;4;1;0;5;29;43;0;1;0;1;79.25%;23.08%;0.00%;0.00%;42.86%;53.85%;42.86%;53.85%;0;16;;;;;;;
6/21/21;Company_09;5;5;5;5;0;1;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;2;0;2;2;2;0;0;0;0;100.00%;20.00%;0.00%;0.00%;20.00%;20.00%;20.00%;20.00%;0;1;;;;;;;
6/21/21;Company_11;68;39;26;62;6;14;15;0;15;15;0;15;17;0;23;0;18;2;3;0;0;1;3;2;11;3;29;41;66;3;9;1;13;91.18%;53.85%;38.46%;57.69%;0.00%;0.00%;38.46%;57.69%;17;0;;;;;;;
6/21/21;Company_12;56;39;10;43;13;3;1;4;5;1;2;3;1;4;8;0;1;4;2;1;0;0;0;0;0;0;2;8;10;0;0;0;0;76.79%;30.00%;2.56%;10.00%;10.26%;20.00%;12.82%;30.00%;1;4;;;;;;;
6/21/21;Company_14;2839;105;150;223;2616;46;21;47;57;23;53;70;25;69;115;0;25;78;9;1;2;19;56;29;49;5;59;393;703;0;15;0;15;7.85%;30.67%;20.00%;15.33%;44.76%;35.33%;54.29%;46.67%;25;69;;;;;;;
6/21/21;Company_15;929;461;669;831;98;141;18;142;157;19;136;151;21;158;413;6;34;170;148;44;11;3;8;1;48;16;351;557;823;0;7;0;7;89.45%;21.08%;3.90%;2.84%;30.80%;20.33%;34.06%;22.57%;21;158;;;;;;;
6/21/21;Company_16;51;7;38;46;5;5;1;0;1;1;0;1;1;0;5;1;1;0;2;1;0;7;40;80;7;9;30;1200.00%;2100.00%;800.00%;2400.00%;200.00%;3400.00%;90.20%;13.16%;14.29%;2.63%;0.00%;0.00%;14.29%;2.63%;1;0;;;;;;;
6/21/21;Company_17;66;38;43;50;16;9;5;4;9;5;2;7;6;5;22;1;6;6;8;1;0;7;13;11;43;13;7;62;114;0;8;0;8;75.76%;20.93%;13.16%;11.63%;10.53%;4.65%;23.68%;16.28%;6;5;;;;;;;
6/21/21;Company_18;95;53;12;71;24;0;1;0;1;1;0;1;1;0;10;0;2;0;8;0;0;6;25;26;15;2;8400.00%;2700.00%;4200.00%;100.00%;0.00%;0.00%;100.00%;74.74%;0.00%;1.89%;8.33%;0.00%;0.00%;1.89%;8.33%;1;0;;;;;;;
6/21/21;Company_20;28;14;14;24;4;7;6;1;7;6;1;7;6;1;8;0;6;1;1;0;0;1;3;2;5;0;0;2200.00%;2900.00%;0.00%;100.00%;0.00%;100.00%;85.71%;50.00%;42.86%;42.86%;7.14%;7.14%;50.00%;50.00%;6;1;;;;;;;
6/21/21;Company_22;205;154;141;176;29;37;12;34;38;12;32;36;17;91;334;3;42;182;48;29;30;47;55;203;1837;110;266;1935;2209;4;298;36;338;85.85%;26.24%;7.79%;8.51%;22.08%;22.70%;24.68%;25.53%;17;91;;;;;;;
6/21/21;Company_26;2882;1643;2088;2628;254;612;54;408;439;53;484;519;61;703;1251;27;64;729;293;63;75;24;383;220;247;89;228300.00%;366400.00%;556000.00%;0.00%;6600.00%;500.00%;7100.00%;91.19%;29.31%;3.29%;2.54%;24.83%;23.18%;26.72%;24.86%;61;703;;;;;;;
6/21/21;Company_27;399;70;330;387;12;103;1;43;43;1;88;89;1;100;369;32;87;133;95;8;14;2;6;4;6;1;133;367;612;0;8;0;8;96.99%;31.21%;1.43%;0.30%;61.43%;26.67%;61.43%;26.97%;1;100;;;;;;;
6/21/21;Company_28;491;279;233;302;189;24;0;14;14;0;15;15;0;16;41;1;0;17;22;0;1;6;27;13;47;7;17400.00%;6700.00%;8800.00%;0.00%;100.00%;100.00%;200.00%;61.51%;10.30%;0.00%;0.00%;5.02%;6.44%;5.02%;6.44%;0;16;;;;;;;
6/21/21;Company_30;7;4;5;5;2;0;0;0;0;0;0;0;0;0;32;0;1;9;7;9;6;14;3;35;27;6;100.00%;4600.00%;6300.00%;0.00%;100.00%;0.00%;100.00%;71.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/21/21;Company_32;4;3;2;3;1;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;75.00%;0.00%;0.00%;0.00%;33.33%;50.00%;33.33%;50.00%;0;1;;;;;;;
6/21/21;Company_36;1299;427;183;1218;81;79;4;190;192;5;51;56;5;341;1841;6;16;856;563;140;260;19;278;79;310;151;2134;2490;4209;0;28;2;30;93.76%;43.17%;0.94%;2.73%;44.50%;27.87%;44.96%;30.60%;5;341;;;;;;;
6/21/21;Company_41;25;14;14;24;1;1;1;1;2;1;1;2;1;1;2;0;1;1;0;0;0;0;0;0;49;12;18;2;2;0;72;5;77;96.00%;7.14%;7.14%;7.14%;7.14%;7.14%;14.29%;14.29%;1;1;;;;;;;
6/21/21;Company_42;144;105;102;118;26;35;4;37;38;4;38;39;4;61;130;2;10;74;38;3;3;10;47;119;84;65;10600.00%;31600.00%;87700.00%;100.00%;4400.00%;700.00%;5200.00%;81.94%;34.31%;3.81%;3.92%;35.24%;37.25%;36.19%;38.24%;4;61;;;;;;;
